Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	chart_v1	16	6	0	0.163753	1	-1
ART-D	chart_v1	17	6	0	0.152933	1	-1
ART-D	chart_v1	18	6	0	0.072353	1	-1
ART-D	chart_v1	19	6	0	0.290735	1	-1
ART-D	chart_v1	20	6	0	0.097568	1	-1
ART-D	chart_v1	21	6	0	0.202658	1	-1
ART-D	chart_v1	22	6	0	0.115074	1	-1
ART-D	chart_v1	23	6	0	0.322272	1	-1
ART-D	chart_v1	24	6	0	0.294843	1	-1
ART-D	chart_v1	25	6	0	0.085262	1	-1
ART-D	chart_v1	26	6	0	0.133667	1	-1
ART-D	chart_v1	27	6	0	0.309927	1	-1
ART-D	chart_v1	28	6	0	0.113259	1	-1
ART-D	chart_v1	29	6	0	0.232827	1	-1
ART-D	chart_v1	30	6	0	0.150914	1	-1
ART-D	chart_v1	31	6	0	0.082393	1	-1
ART-D	chart_v1	32	6	0	0.141879	1	-1
ART-D	chart_v1	33	6	0	0.134627	1	-1
ART-D	chart_v1	34	6	0	0.120172	1	-1
ART-D	chart_v1	35	6	0	0.186832	1	-1
ART-D	chart_v1	36	6	0	0.097612	1	-1
ART-D	chart_v1	37	6	0	0.140512	1	-1
ART-D	chart_v1	38	6	0	0.131989	1	-1
ART-D	chart_v1	39	6	0	0.091231	1	-1
ART-D	chart_v1	40	6	0	0.236766	1	-1
ART-D	chart_v1	41	6	0	0.084681	1	-1
ART-D	chart_v1	42	6	0	0.108529	1	-1
ART-D	chart_v1	43	6	0	0.145175	1	-1
ART-D	chart_v1	44	6	0	0.244041	1	-1
ART-D	chart_v1	45	6	0	0.268349	1	-1
ART-D	chart_v1	46	6	0	0.264191	1	-1
ART-D	chart_v1	47	6	0	0.152331	1	-1
ART-D	chart_v1	48	6	0	0.176853	1	-1
ART-D	chart_v1	49	6	0	0.150006	1	-1
ART-D	chart_v1	50	6	0	0.287946	1	-1
ART-D	chart_v1	1	7	0	0.385132	1	-1
ART-D	chart_v1	2	7	0	0.204362	1	-1
ART-D	chart_v1	3	7	0	0.096044	1	-1
ART-D	chart_v1	4	7	0	0.110427	1	-1
ART-D	chart_v1	5	7	0	0.151873	1	-1
ART-D	chart_v1	6	7	0	0.213266	1	-1
ART-D	chart_v1	7	7	0	0.275135	1	-1
ART-D	chart_v1	8	7	0	0.169915	0	22
ART-D	chart_v1	9	7	0	0.242897	1	-1
ART-D	chart_v1	10	7	0	0.144521	1	-1
ART-D	chart_v1	11	7	0	0.356682	1	-1
ART-D	chart_v1	12	7	0	0.199734	1	-1
ART-D	chart_v1	13	7	0	0.256947	1	-1
ART-D	chart_v1	14	7	0	0.185844	1	-1
ART-D	chart_v1	15	7	0	0.231899	1	-1
ART-D	chart_v1	16	7	0	0.178577	1	-1
ART-D	chart_v1	17	7	0	0.283424	1	-1
ART-D	chart_v1	18	7	0	0.121318	1	-1
ART-D	chart_v1	19	7	0	0.176267	1	-1
ART-D	chart_v1	20	7	0	0.206799	1	-1
ART-D	chart_v1	21	7	0	0.170551	1	-1
ART-D	chart_v1	22	7	0	0.207891	1	-1
ART-D	chart_v1	23	7	0	0.106203	1	-1
ART-D	chart_v1	24	7	0	0.198493	1	-1
ART-D	chart_v1	25	7	0	0.134651	1	-1
ART-D	chart_v1	26	7	0	0.104813	0	23
ART-D	chart_v1	27	7	0	0.180148	1	-1
ART-D	chart_v1	28	7	0	0.104527	1	-1
ART-D	chart_v1	29	7	0	0.188587	1	-1
ART-D	chart_v1	30	7	0	0.298253	1	-1
ART-D	chart_v1	31	7	0	0.102693	1	-1
ART-D	chart_v1	32	7	0	0.154975	1	-1
ART-D	chart_v1	33	7	0	0.146693	1	-1
ART-D	chart_v1	34	7	0	0.204425	1	-1
ART-D	chart_v1	35	7	0	0.135221	1	-1
ART-D	chart_v1	36	7	0	0.175296	1	-1
ART-D	chart_v1	37	7	0	0.210643	1	-1
ART-D	chart_v1	38	7	0	0.182485	1	-1
ART-D	chart_v1	39	7	0	0.374127	1	-1
ART-D	chart_v1	40	7	0	0.165807	1	-1
ART-D	chart_v1	41	7	0	0.163758	1	-1
ART-D	chart_v1	42	7	0	0.202091	0	24
ART-D	chart_v1	43	7	0	0.250945	1	-1
ART-D	chart_v1	44	7	0	0.201297	1	-1
ART-D	chart_v1	45	7	0	0.177037	1	-1
ART-D	chart_v1	46	7	0	0.083835	1	-1
ART-D	chart_v1	47	7	0	0.124687	1	-1
ART-D	chart_v1	48	7	0	0.262321	1	-1
ART-D	chart_v1	49	7	0	0.262604	1	-1
ART-D	chart_v1	50	7	0	0.282067	1	-1
ART-D	chart_v1	1	8	0	0.319181	1	-1
ART-D	chart_v1	2	8	0	0.297661	1	-1
ART-D	chart_v1	3	8	0	0.38975	1	-1
ART-D	chart_v1	4	8	0	0.254755	1	-1
ART-D	chart_v1	5	8	0	0.277457	1	-1
ART-D	chart_v1	6	8	0	0.327371	0	20
ART-D	chart_v1	7	8	0	0.600291	1	-1
ART-D	chart_v1	8	8	0	0.294643	1	-1
ART-D	chart_v1	9	8	0	0.196014	1	-1
ART-D	chart_v1	10	8	0	0.217425	1	-1
ART-D	chart_v1	11	8	0	0.25456	1	-1
ART-D	chart_v1	12	8	0	0.258578	1	-1
ART-D	chart_v1	13	8	0	0.348419	1	-1
ART-D	chart_v1	14	8	0	0.264749	1	-1
ART-D	chart_v1	15	8	0	0.639322	1	-1
ART-D	chart_v1	16	8	0	0.207926	1	-1
ART-D	chart_v1	17	8	0	0.204548	1	-1
ART-D	chart_v1	18	8	0	0.217826	1	-1
ART-D	chart_v1	19	8	0	0.275014	1	-1
ART-D	chart_v1	20	8	0	0.161605	1	-1
ART-D	chart_v1	21	8	0	0.131532	1	-1
ART-D	chart_v1	22	8	0	0.120124	1	-1
ART-D	chart_v1	23	8	0	0.382184	1	-1
ART-D	chart_v1	24	8	0	0.302998	1	-1
ART-D	chart_v1	25	8	0	0.427693	1	-1
ART-D	chart_v1	26	8	0	0.303599	1	-1
ART-D	chart_v1	27	8	0	0.184165	1	-1
ART-D	chart_v1	28	8	0	0.224847	1	-1
ART-D	chart_v1	29	8	0	0.177639	1	-1
ART-D	chart_v1	30	8	0	0.156671	1	-1
ART-D	chart_v1	31	8	0	0.373068	1	-1
ART-D	chart_v1	32	8	0	0.198867	1	-1
ART-D	chart_v1	33	8	0	0.272019	1	-1
ART-D	chart_v1	34	8	0	0.293864	1	-1
