Algorithm	Subject	Run	ReductionPercentage	PreparationTime	SelectionTime	FaultDetectionLoss	FirstFaultyTest
ART-D	flex_v3	37	7	0	0.080331	0.3333333333	1
ART-D	flex_v3	38	7	0	0.092096	0.3333333333	2
ART-D	flex_v3	39	7	0	0.095914	0.3333333333	1
ART-D	flex_v3	40	7	0	0.078507	0.3333333333	3
ART-D	flex_v3	41	7	0	0.088265	0.3333333333	2
ART-D	flex_v3	42	7	0	0.084391	0.4444444444	1
ART-D	flex_v3	43	7	0	0.084004	0.4444444444	3
ART-D	flex_v3	44	7	0	0.084007	0.4444444444	1
ART-D	flex_v3	45	7	0	0.093036	0.4444444444	2
ART-D	flex_v3	46	7	0	0.082663	0.1111111111	1
ART-D	flex_v3	47	7	0	0.087616	0.3333333333	1
ART-D	flex_v3	48	7	0	0.085859	0.1111111111	3
ART-D	flex_v3	49	7	0	0.08728	0.3333333333	1
ART-D	flex_v3	50	7	0	0.079153	0.4444444444	1
ART-D	flex_v3	1	8	0	0.116786	0.3333333333	4
ART-D	flex_v3	2	8	0	0.111761	0.4444444444	1
ART-D	flex_v3	3	8	0	0.117214	0.1111111111	1
ART-D	flex_v3	4	8	0	0.101058	0.3333333333	3
ART-D	flex_v3	5	8	0	0.104944	0.2222222222	3
ART-D	flex_v3	6	8	0	0.109133	0.2222222222	2
ART-D	flex_v3	7	8	0	0.10082	0.3333333333	2
ART-D	flex_v3	8	8	0	0.107609	0.4444444444	2
ART-D	flex_v3	9	8	0	0.099137	0.3333333333	2
ART-D	flex_v3	10	8	0	0.12493	0.4444444444	4
ART-D	flex_v3	11	8	0	0.110552	0.2222222222	7
ART-D	flex_v3	12	8	0	0.104533	0	1
ART-D	flex_v3	13	8	0	0.113251	0.1111111111	1
ART-D	flex_v3	14	8	0	0.108259	0.2222222222	2
ART-D	flex_v3	15	8	0	0.107189	0.1111111111	1
ART-D	flex_v3	16	8	0	0.101248	0.4444444444	2
ART-D	flex_v3	17	8	0	0.117393	0.3333333333	1
ART-D	flex_v3	18	8	0	0.104271	0	1
ART-D	flex_v3	19	8	0	0.09903	0.1111111111	1
ART-D	flex_v3	20	8	0	0.103727	0.2222222222	3
ART-D	flex_v3	21	8	0	0.119714	0.5555555556	3
ART-D	flex_v3	22	8	0	0.101285	0.2222222222	1
ART-D	flex_v3	23	8	0	0.120449	0.4444444444	3
ART-D	flex_v3	24	8	0	0.105138	0.2222222222	2
ART-D	flex_v3	25	8	0	0.122147	0.2222222222	1
ART-D	flex_v3	26	8	0	0.106203	0.3333333333	3
ART-D	flex_v3	27	8	0	0.10747	0.2222222222	2
ART-D	flex_v3	28	8	0	0.11557	0.4444444444	3
ART-D	flex_v3	29	8	0	0.100252	0.4444444444	4
ART-D	flex_v3	30	8	0	0.117456	0.1111111111	1
ART-D	flex_v3	31	8	0	0.117758	0.2222222222	1
ART-D	flex_v3	32	8	0	0.121855	0.2222222222	2
ART-D	flex_v3	33	8	0	0.127472	0.2222222222	2
ART-D	flex_v3	34	8	0	0.104513	0.3333333333	3
ART-D	flex_v3	35	8	0	0.096843	0.3333333333	2
ART-D	flex_v3	36	8	0	0.110533	0.2222222222	1
ART-D	flex_v3	37	8	0	0.143707	0.4444444444	3
ART-D	flex_v3	38	8	0	0.117398	0.4444444444	2
ART-D	flex_v3	39	8	0	0.097923	0.3333333333	1
ART-D	flex_v3	40	8	0	0.125229	0	1
ART-D	flex_v3	41	8	0	0.113318	0.1111111111	2
ART-D	flex_v3	42	8	0	0.108009	0.1111111111	1
ART-D	flex_v3	43	8	0	0.110401	0.1111111111	1
ART-D	flex_v3	44	8	0	0.10225	0.3333333333	1
ART-D	flex_v3	45	8	0	0.106259	0.3333333333	1
ART-D	flex_v3	46	8	0	0.110918	0.1111111111	2
ART-D	flex_v3	47	8	0	0.115574	0.2222222222	1
ART-D	flex_v3	48	8	0	0.119243	0.3333333333	3
ART-D	flex_v3	49	8	0	0.101346	0.2222222222	1
ART-D	flex_v3	50	8	0	0.119275	0.1111111111	1
